"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CXDC","China XD Plastics Company Limited","4.25","$211.34M","n/a","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/cxdc",
"CCIH","ChinaCache International Holdings Ltd.","1.32","$33.77M","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","2.35","$37.91M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","17.99","$770.16M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/imos",
"CDXC","ChromaDex Corporation","4.83","$260.04M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","28.48","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","27.53","$523.07M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","27.84","$467.71M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","29.58","$334.82M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","30.255","$218.81M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","274.75","$3.71B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","26","$439.76M","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","7.95","$165.13M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cdtx",
"CMCT","CIM Commercial Trust Corporation","15.35","$672.1M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","n/a","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress N.V","171.24","$5.25B","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","77.04","$12.63B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.32","$46.13M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","178.3","$18.99B","1983","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","45.63","$2.89B","1989","Technology","Semiconductors","https://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","45.37","$218.57B","1990","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","21.81","$299.67M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","3.22","$32.12M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.7533","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","23.97","$293.56M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","14.05","$82.93M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","24.46","$61.8M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","22.3","$109.15M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","95.51","$13B","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","72.26","$1.12B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","23.98","$244.81M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","74.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/civbp",
"CLAR","Clarus Corporation","6.8","$204.28M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/clar",
"CDTI","Clean Diesel Technologies, Inc.","1.13","$17.86M","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","1.48","$223.61M","2007","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/clne",
"CACG","ClearBridge All Cap Growth ETF","29.781","$58.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","27.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ylde",
"LRGE","ClearBridge Large Cap Growth ESG ETF","31.21","$3.12M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","13.2","$182.4M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","7.9","$66.47M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","13","$329.61M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","2.3","$49.13M","2012","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/clir",
"CLIRW","ClearSign Combustion Corporation","0.9","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/clirw",
"CMTA","Clementia Pharmaceuticals Inc.","17.05","$540.78M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmta",
"CBLI","Cleveland BioLabs, Inc.","3.45","$38.92M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/cbli",
"CSBK","Clifton Bancorp Inc.","15.99","$353.38M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","62.12","$3.14B","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","8.7","$119.12M","2014","n/a","n/a","https://www.nasdaq.com/symbol/cmfn",
"CMSS","CM Seven Star Acquisition Corporation","9.7","$255.33M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cmss",
"CMSSR","CM Seven Star Acquisition Corporation","0.3","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cmssr",
"CMSSU","CM Seven Star Acquisition Corporation","10.05","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cmssu",
"CMSSW","CM Seven Star Acquisition Corporation","0.27","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cmssw",
"CME","CME Group Inc.","171.42","$58.35B","2002","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","29.48","$450.58M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccne",
"CWAY","Coastway Bancorp, Inc.","22","$96.63M","2014","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","20.19","$852.59M","1998","Finance","Major Banks","https://www.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","187.86","$1.75B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/coke",
"COCP","Cocrystal Pharma, Inc.","4.15","$100.74M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","4.4","$45.48M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","11.1","$536.65M","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","2.37","$29.11M","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","27.99","$248.67M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","4.29","$24.64M","2005","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","45.05","$2.07B","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","3.37","$205.25M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cgnt",
"COGT","Cogint, Inc.","3.1","$203.13M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/cogt",
"CGNX","Cognex Corporation","56.09","$9.73B","1989","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","84.71","$49.81B","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","5.91","$235.55M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cwbr",
"COHR","Coherent, Inc.","222.57","$5.52B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","11.85","$712.68M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","22.26","$635.29M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/cohu",
"CLCT","Collectors Universe, Inc.","16.07","$144.89M","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","26.8","$884.24M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","66.4","$2.51B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Holdings, Ltd.","7","$23.96M","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/clgn",
"CBAN","Colony Bankcorp, Inc.","15.05","$127.01M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","44.2","$3.23B","1992","Finance","Major Banks","https://www.nasdaq.com/symbol/colb",
"COLM","Columbia Sportswear Company","79.16","$5.54B","1998","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","37.45","$862.16M","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cmco",
"CMCSA","Comcast Corporation","37.13","$172.45B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cmcsa",
"CBSH","Commerce Bancshares, Inc.","60.99","$6.51B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","25.8459","$2.37B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbshp",
"CHUBA","CommerceHub, Inc.","22.41","$974.99M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/chuba",
"CHUBK","CommerceHub, Inc.","22.41","$974.99M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/chubk",
"CVGI","Commercial Vehicle Group, Inc.","11.01","$337.55M","2004","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","40.99","$7.83B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","3.61","$32.38M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcs",
"ESXB","Community Bankers Trust Corporation.","8.85","$195.34M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","11.2","$84.43M","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cfbi",
"CYHHZ","Community Health Systems, Inc.","0.006","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cyhhz",
"CTBI","Community Trust Bancorp, Inc.","47.6","$843.04M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","11.2","$92M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","55.05","$2.47B","2006","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvlt",
"CGEN","Compugen Ltd.","4.1","$210.3M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","30.15","$414.75M","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","8.32","$128.89M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ctg",
"CHCI","Comstock Holding Companies, Inc.","1.77","$6.32M","2004","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","30.65","$723.96M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/cmtl",
"CNAT","Conatus Pharmaceuticals Inc.","7.27","$218.54M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","23.67","$549.93M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnce",
"CXRX","Concordia International Corp.","0.6074","$31.15M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cxrx",
"CDOR","Condor Hospitality Trust, Inc.","10.38","$122.83M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cdor",
"CFMS","ConforMIS, Inc.","1.44","$65.56M","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","6.3","$53.67M","2015","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cnfr",
"CNMD","CONMED Corporation","63.31","$1.77B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","51.18","$617.66M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","31.25","$1B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","34.4","$1.08B","2003","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","12.2","$863.47M","2005","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","13.5","$201.17M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwco",
"CNAC","Constellation Alpha Capital Corp.","9.84","$182.34M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cnac",
"CNACR","Constellation Alpha Capital Corp.","0.3799","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cnacr",
"CNACU","Constellation Alpha Capital Corp.","10.35","$191.79M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cnacu",
"CNACW","Constellation Alpha Capital Corp.","0.223","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cnacw",
"CPSS","Consumer Portfolio Services, Inc.","3.82","$82.59M","1992","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","2.09","$153.94M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cfrx",
"CTRV","ContraVir Pharmaceuticals Inc","0.2346","$18.5M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","25.46","$657.72M","2013","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/ctrl",
"CVON","ConvergeOne Holdings, Inc.","8.28","$577.12M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvon",
"CVONW","ConvergeOne Holdings, Inc.","0.95","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvonw",
"CPRT","Copart, Inc.","50.11","$11.63B","1994","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cprt",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","7.1","$394.78M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","16.54","$1.9B","1982","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cort",
"CORE","Core-Mark Holding Company, Inc.","22.66","$1.05B","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/core",
"CORI","Corium International, Inc.","12.01","$433.85M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cori",
"CSOD","Cornerstone OnDemand, Inc.","45.57","$2.61B","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/csod",
"CRVL","CorVel Corp.","52.05","$982.7M","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","9.88","$208.13M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crvs",
"CSGP","CoStar Group, Inc.","361.22","$13.04B","1998","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","188.58","$82.76B","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","3.7898","$22.49M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cpah",
"ICBK","County Bancorp, Inc.","30.48","$203.4M","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/icbk",
"COUP","Coupa Software Incorporated","48.39","$2.66B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/coup",
"CVTI","Covenant Transportation Group, Inc.","27.53","$504.65M","1994","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/cvti",
"COWN","Cowen Inc.","14.4","$417.38M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cown",
"COWNZ","Cowen Inc.","25.1","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cownz",
"PMTS","CPI Card Group Inc.","3.08","$34.29M","2015","Finance","Finance Companies","https://www.nasdaq.com/symbol/pmts",
"CPSH","CPS Technologies Corp.","1.48","$19.54M","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cpsh",
"CRAI","CRA International,Inc.","51.48","$417.46M","1998","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","162.36","$3.9B","1981","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","19.25","$371.71M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","22.45","$908.68M","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/cray",
"CACC","Credit Acceptance Corporation","339.58","$6.56B","1992","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/cacc",
"DGLD","Credit Suisse AG","41.64","$17.86M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/dgld",
"DSLV","Credit Suisse AG","24.72","$26.92M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/dslv",
"GLDI","Credit Suisse AG","9.101","$123.09M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/gldi",
"SLVO","Credit Suisse AG","7.73","$6.57M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/slvo",
"TVIX","Credit Suisse AG","6.6","$301.51M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/tvix",
"TVIZ","Credit Suisse AG","10.76","$5.46M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/tviz",
"UGLD","Credit Suisse AG","11.43","$118.48M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ugld",
"USLV","Credit Suisse AG","10.47","$259.05M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/uslv",
"USOI","Credit Suisse AG","27.1873","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/usoi",
"VIIX","Credit Suisse AG","16.16","$7.02M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/viix",
"VIIZ","Credit Suisse AG","6.9699","$801538.5","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/viiz",
"ZIV","Credit Suisse AG","71.06","$119.59M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ziv",
"CREE","Cree, Inc.","41.95","$4.19B","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/cree",
"CRESY","Cresud S.A.C.I.F. y A.","21.6","$1.08B","1997","Finance","Real Estate","https://www.nasdaq.com/symbol/cresy",
"CRSP","CRISPR Therapeutics AG","56.72","$2.66B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/crsp",
"CRTO","Criteo S.A.","30.03","$1.99B","2013","Technology","Advertising","https://www.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","14.18","$976.02M","2006","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/crox",
"CRON","Cronos Group Inc.","9.32","$1.49B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cron",
"CCRN","Cross Country Healthcare, Inc.","11.67","$425.16M","2001","Technology","Professional Services","https://www.nasdaq.com/symbol/ccrn",
"CRWS","Crown Crafts, Inc.","6.3","$63.54M","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/crws",
"CYRX","CryoPort, Inc.","9.97","$272.58M","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrx",
"CYRXW","CryoPort, Inc.","6.3","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/cyrxw",
"CSGS","CSG Systems International, Inc.","47","$1.57B","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/csgs",
"CCLP","CSI Compressco LP","7.52","$282.89M","2011","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cclp",
"CSPI","CSP Inc.","12.47","$49.67M","1982","Technology","EDP Services","https://www.nasdaq.com/symbol/cspi",
"CSWI","CSW Industrials, Inc.","46.6","$744.16M","n/a","Basic Industries","Home Furnishings","https://www.nasdaq.com/symbol/cswi",
"CSX","CSX Corporation","58","$51.46B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/csx",
"CTIC","CTI BioPharma Corp.","4.01","$232.51M","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctic",
"CTIB","CTI Industries Corporation","4.06","$14.31M","1997","Basic Industries","Specialty Chemicals","https://www.nasdaq.com/symbol/ctib",
"CTRP","Ctrip.com International, Ltd.","48.36","$24.82B","2003","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ctrp",
"CUE","Cue Biopharma, Inc.","16.89","$348.62M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cue",
"CUI","CUI Global, Inc.","3.02","$85.78M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/cui",
"CPIX","Cumberland Pharmaceuticals Inc.","6.79","$106.93M","2009","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cpix",
"CRIS","Curis, Inc.","0.8301","$137.49M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","50.45","$698.98M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","24.26","$2.67B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","9.2703","$59.42M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","5.225","$30.06M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cyan",
"CYBR","CyberArk Software Ltd.","50.99","$1.76B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cybr",
"CYBE","CyberOptics Corporation","18.35","$128.04M","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/cybe",
"CYCC","Cyclacel Pharmaceuticals, Inc.","1.57","$18.69M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","5.804","$1.95M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyccp",
"CBAY","CymaBay Therapeutics Inc.","14.99","$657.52M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbay",
"CY","Cypress Semiconductor Corporation","18.41","$6.54B","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/cy",
"CYRN","CYREN Ltd.","2.15","$107.15M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyrn",
"CONE","CyrusOne Inc","49.66","$4.77B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cone",
"CYTK","Cytokinetics, Incorporated","8.3","$448.27M","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","34.1","$1.32B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctmx",
"CYTX","Cytori Therapeutics Inc","0.315","$11.06M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytx",
"CYTXW","Cytori Therapeutics Inc","0.0299","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytxw",
"CTSO","Cytosorbents Corporation","7.75","$228.4M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ctso",
"CYTR","CytRx Corporation","1.79","$49.47M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cytr",
"DJCO","Daily Journal Corp. (S.C.)","231.42","$319.53M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/djco",
"DAKT","Daktronics, Inc.","9.26","$411.83M","1994","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dakt",
"DARE","Dare Bioscience, Inc.","1.27","$7.69M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dare",
